SpawningID,CountryName,Family,Genus,Species,CommonName,SpawningType,AggregationType,DirectSpawningEvidence,IndirectSpawningEvidence,CurrentStatus,LunarPhase,SpawningMonths,HabitatType,Management,Gear,Source
550,Mexico,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,,"High seasonal landings",Decreasing,"Full moon
Third quarter
","January February December ","Other; High coral cover","Marine Protected Area","Hook and Line","Medina-Quej, A., A.R. Herrera-Pavon G., Poot-Lopez E., Sosa-Cordero, K. Bolio-Moguel, W. and W. Haddad, 2004, A preliminary survey of the Nassau grouper Epinephelus striatus spawning aggregation at 'El Blanquizal' in the south coast of Quintana Roo, Mexico, Proc Gulf Carib Fish Inst 55:557-569."
600,Mexico,Sciaenidae,Cynoscion,othonopterus,croaker,Unknown,Transient,"Hydrated eggs","High seasonal landings
Multiple gravid females",Same,"New moon
Full moon
","February March April May ","Sand; Abyssal plain","Marine Protected Area
Time/area closure
Landing quota
Size limits 
Limited gear types","Gill net","Erisman B,  Mascarenas I,  Paredes G, Sadovy de Mitcheson Y, Aburto-Oropeza O, Hastings P, 2010, Seasonal, annual, and long-term trends in commercial fisheries for aggregating reef fishes in the Gulf of California, Mexico. ; Erisman B,  Aburto-Oropeza O,  Gonzalez-Abraham C,  Mascarenas-Osorio  Moreno-Baez M and Hastings PA, 2012, Spatio-temporal dynamics of a fish spawning aggregation and its fishery in the Gulf of California; Orensanz, J. M. & Seijo, J. C. , 2013, Rights-based management in Latin American fisheries., FAO Fisheries and Aquaculture Technical Paper, No. 582. Rome, FAO. 136 pp."
744,Mexico,Serranidae,Mycteroperca,rosacea,"Leopard grouper","Group Spawning",Unknown,"Hydrated eggs
Spawning observation","GSI
Courtship
Colour changes associated with spawning",Unknown,,"April May June ",Other,,,"Erisman BE, ML Buckhorn, PA Hastings, 2007, Spawning patterns in the leopard grouper, Mycteroperca rosacea, in comparison with other aggregating groupers, Biology (Berlin) 151(5): 1849-1861."
763,Mexico,Serranidae,Mycteroperca,rosacea,"Leopard grouper","Group Spawning",Unknown,"Hydrated eggs
Spawning observation","GSI
Courtship
Colour changes associated with spawning",Unknown,,"April May June ","Patch reef; Other",,,"Erisman BE, ML Buckhorn, PA Hastings, 2007, Spawning patterns in the leopard grouper, Mycteroperca rosacea, in comparison with other aggregating groupers, Biology (Berlin) 151(5): 1849-1861."
854,Mexico,Coryphaenidae,Coryphaena,hippurus,dolphinfish,Unknown,Unknown,"Postovulatory follicles
Hydrated eggs",GSI,Unknown,,"January February March April May June July August September October November December ","Pelagic; Other","Time/area closure","Spear
Trolling","Alejo-Plata C, Diaz-Jaimes P, Salgado-Ugarte IH, 2011, Sex ratios, size at sexual maturity, and spawning seasonality of dolphinfish (Coryphaena hippurus) captured in the Gulf of Tehuantepec, Mexico, Fisheries Research 110:207-216"
862,Mexico,Kyphosidae,Kyphosus,elegans,"Cortez chub",Unknown,Unknown,"Spawning observation","Courtship
Colour changes associated with spawning",Unknown,,"July August September October ","Rocky reef; Shallow coastal",,,"Brad Erisman, 0, , pers. comm.; Nemeth RS, Kadison E, 2013, Confirmed spawning aggregations for chubs, SCRFA Newsletter 17:10-11"
863,Mexico,Serranidae,Paranthias,colonus,"Pacific creolefish","Group Spawning",Unknown,"Spawning observation","Courtship
Colour changes associated with spawning",Unknown,"Full moon
","May ","Rocky reef; Sea mount",,"Hook and Line","Sala E., O. Aburto-Oropeza, G. Paredes, and G. Thompson, 2003, Spawning aggregations and reproductive behavior of reef fishes in the Gulf of California, Bulletin of Marine Science 72(1):103-121"
864,Mexico,Kyphosidae,Kyphosus,ocyurus,"Rainbow chub (Blue striped chub)",Unknown,Unknown,"Spawning observation","Courtship
Colour changes associated with spawning",Unknown,,"June July August September October November ","Other; Rocky reef",,"Not exploited","Brad Erisman, 0, , pers. comm.; Nemeth RS, Kadison E, 2013, Confirmed spawning aggregations for chubs, SCRFA Newsletter 17:10-11"
978,Mexico,Serranidae,Epinephelus,guttatus,"Red hind",Unknown,Unknown,,"GSI
High seasonal landings
Colour changes associated with spawning
Mature gonads
Significant increase in numbers observed (eg > 3x)",Unknown,"Full moon
","February March ","Reef crest; Sea mount; High coral cover","Time/area closure",Spear,"Tuz-Sulub, A. & Brule, T., 2015, Spawning aggregations of three protogynous groupers in the southern Gulf of Mexico, Journal of Fish Biology: 86 pp. 162 - 185 doi:10.1111/jfb.12555"
979,Mexico,Serranidae,Mycteroperca,tigris,"Tiger grouper",Unknown,Unknown,"Postovulatory follicles
Hydrated eggs","High seasonal landings
Multiple gravid females
Mature gonads",Unknown,"Full moon
","April May June ","Sea mount; High coral cover","Time/area closure",Spear,"Tuz-Sulub, A. & Brule, T., 2015, Spawning aggregations of three protogynous groupers in the southern Gulf of Mexico, Journal of Fish Biology: 86 pp. 162 - 185 doi:10.1111/jfb.12555"
980,Mexico,Serranidae,Mycteroperca,venenosa,"Yellowfin Grouper",Unknown,Unknown,,"GSI
High seasonal landings
Multiple gravid females
Colour changes associated with spawning
Mature gonads
Significant increase in numbers observed (eg > 3x)",Unknown,"Full moon
","March April May ","Sea mount; High coral cover","Time/area closure",Spear,"Tuz-Sulub, A. & Brule, T., 2015, Spawning aggregations of three protogynous groupers in the southern Gulf of Mexico, Journal of Fish Biology: 86 pp. 162 - 185 doi:10.1111/jfb.12555"
68,"Micronesia, Federated States of",Acanthuridae,Naso,lituratus,"Orangespine unicornfish",Unknown,Transient,Unspecified,"High seasonal landings
Multiple gravid females",Unknown,,"November December ","Reef flat",None,"Gill net","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
84,"Micronesia, Federated States of",Siganidae,Siganus,puellus,"Masked spinefoot",Unknown,Transient,Unspecified,"High seasonal landings
Multiple gravid females",Unknown,,"January February March April May June July August September October November December ","Reef flat",None,"Gill net
Spear","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
223,"Micronesia, Federated States of",Serranidae,Epinephelus,polyphekadion,"Camouflage grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,,"January February March ","Reef channel (pass)",None,"Hook and Line","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
71,"Micronesia, Federated States of",Serranidae,Epinephelus,maculatus,"Highfin grouper",Unknown,Transient,Unspecified,"Multiple gravid females",Unknown,"Full moon
","March ",Other,"Spawning season sales ban","Hook and Line","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
230,"Micronesia, Federated States of",Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Transient,Unspecified,"High seasonal landings
Multiple gravid females
Significant increase in numbers observed (eg > 3x)",Unknown,"Full moon
","February March ","Outer reef slope",None,Unknown,"Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
175,"Micronesia, Federated States of",Lethrinidae,Monotaxis,grandoculis,"Humpnose big-eye bream",Unknown,Transient,Unspecified,"High seasonal landings
Multiple gravid females",Unknown,,"February March April May ","Reef flat",None,"Gill net","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
54,"Micronesia, Federated States of",Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Transient,Unspecified,"Courtship
Multiple gravid females
Colour changes associated with spawning",Unknown,"Full moon
","March ","Low relief living reef; Reef channel (pass); Sand channels","Spawning season sales ban",Unknown,"Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
114,"Micronesia, Federated States of",Lethrinidae,Lethrinus,harak,"Thumbprint emperor",Unknown,Transient,Unspecified,"High seasonal landings
Multiple gravid females",Unknown,,"March April ","Outer reef slope",None,"Hook and Line","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
5,"Micronesia, Federated States of",Serranidae,Epinephelus,polyphekadion,"Camouflage grouper",Unknown,Transient,"Hydrated eggs","High seasonal landings",Unknown,,"May June July ","Outer reef slope",Unknown,"Hook and Line","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
131,"Micronesia, Federated States of",Lethrinidae,Lethrinus,xanthochilus,"Yellowlip emperor",Unknown,Transient,Unspecified,"High seasonal landings
Multiple gravid females",Unknown,,"May June ","Reef channel (pass)",None,"Hook and Line","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
187,"Micronesia, Federated States of",Scaridae,Chlorurus,microrhinos,"Steephead parrotfish",Unknown,Transient,Unspecified,"Multiple gravid females",Unknown,,"February March April May ","Back reef","Marine Protected Area","Gill net","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
262,"Micronesia, Federated States of",Mugilidae,Neomyxus,leuciscus,"Acute-jawed mullet",Unknown,Transient,Unspecified,"Multiple gravid females",Unknown,,"January February March April May June July August September October November December ","Reef flat",None,"Gill net
Spear","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
193,"Micronesia, Federated States of",Scaridae,Chlorurus,microrhinos,"Steephead parrotfish",Unknown,Transient,Unspecified,"Multiple gravid females",Unknown,,"March April ","Reef flat",None,"Gill net
Spear","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
194,"Micronesia, Federated States of",Acanthuridae,Naso,lopezi,"Elongate unicornfish",Unknown,Transient,Unspecified,"Multiple gravid females",Unknown,,"April ","Outer reef slope",None,"Hook and Line","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
242,"Micronesia, Federated States of",Lethrinidae,Lethrinus,xanthochilus,"Yellowlip emperor",Unknown,Transient,Unspecified,"Multiple gravid females",Unknown,,"May June ","Reef channel (pass)",None,"Hook and Line","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
126,"Micronesia, Federated States of",Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Transient,Unspecified,"High seasonal landings
Multiple gravid females",Unknown,"Full moon
","March ","Outer reef slope","Spawning season sales ban",Unknown,"Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
83,"Micronesia, Federated States of",Serranidae,Plectropomus,areolatus,"Squaretail coralgrouper",Unknown,Transient,Unspecified,"Multiple gravid females",Unknown,,"February March ","Outer reef slope",None,"Hook and Line","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
155,"Micronesia, Federated States of",Siganidae,Siganus,randalli,"Variegated spinefoot",Unknown,Transient,Unspecified,"Multiple gravid females",Unknown,,"January February March April May June July August September October November December ","Reef flat",None,"Gill net
Spear","Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
143,"Micronesia, Federated States of",Acanthuridae,Naso,lituratus,"Orangespine unicornfish",Unknown,Transient,Unspecified,"Significant increase in numbers observed (eg > 3x)",Unknown,,"December ","Reef channel (pass)",None,Unknown,"Rhodes K.L., 2003, SCRFA Spawning Aggregation Survey. Federated States of Micronesia, 7 Feb. - 27 Mar, 2003, Western Pacific Fisher Survey Series: Society for the Conservation of Reef Fish Aggregations. Volume 2. (confidential appendix)"
